City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Whitehorse,CA,60.7161,-135.0538,-13.0,69,20,9.22,few clouds
337,Fairbanks,US,64.8378,-147.7164,-9.4,77,90,1.03,light snow
338,Sisimiut,GL,66.9395,-53.6735,19.49,75,0,14.29,clear sky
339,Katherine,AU,-14.4667,132.2667,77.0,94,75,9.22,broken clouds
340,Duldurga,RU,50.6761,113.5931,-6.16,87,53,3.51,broken clouds
341,Aksha,RU,50.2814,113.2867,-3.87,87,80,3.94,broken clouds
342,Panaba,MX,21.2833,-88.2667,83.5,64,12,13.8,few clouds
343,San Andres,CO,12.5847,-81.7006,84.2,79,40,12.66,scattered clouds
344,Tautira,PF,-17.7333,-149.15,77.0,73,75,5.75,light rain
345,Aklavik,CA,68.2191,-135.0107,-27.4,68,20,1.57,few clouds
346,Aksay,RU,47.26,39.87,24.01,74,0,6.71,clear sky
347,Arinos,BR,-15.9169,-46.1056,81.03,75,99,6.62,overcast clouds
348,Srednekolymsk,RU,67.45,153.6833,-21.84,85,7,2.33,clear sky
349,Ambilobe,MG,-13.2,49.05,76.26,89,100,0.98,light rain
350,Barinitas,VE,8.7622,-70.4111,81.27,58,100,4.05,overcast clouds
351,Sorland,NO,67.667,12.6934,34.75,83,100,26.62,overcast clouds
352,Aberdeen,GB,57.1437,-2.0981,34.0,93,75,14.97,light snow
353,Borovoy,RU,55.4333,86.0833,28.4,93,97,13.42,mist
354,Bossangoa,CF,6.4926,17.4552,96.82,12,52,6.24,broken clouds
355,Micheweni,TZ,-4.9667,39.8333,81.5,75,0,11.95,clear sky
356,Sakakah,SA,29.9697,40.2064,59.0,55,0,12.66,clear sky
357,Togur,RU,58.3631,82.8265,33.94,99,100,10.85,light snow
358,Margate,GB,51.3813,1.3862,45.0,91,99,3.0,overcast clouds
359,Avera,US,33.194,-82.5271,48.2,49,90,8.05,overcast clouds
360,Galveston,US,29.3669,-94.9669,55.99,88,90,10.36,mist
361,Robertsport,LR,6.7533,-11.3686,82.6,67,96,10.29,overcast clouds
362,Catacocha,EC,-4.0667,-79.6333,71.1,68,97,0.47,overcast clouds
363,Nelson Bay,AU,-32.7167,152.15,71.01,100,75,4.61,moderate rain
364,Svetlyy,RU,54.675,20.1347,12.2,85,40,6.71,scattered clouds
365,Xuzhou,CN,34.1805,117.1571,50.79,47,3,6.04,clear sky
366,Fayaoue,NC,-20.65,166.5333,79.34,78,5,7.76,clear sky
367,Muroto,JP,33.2833,134.15,53.8,72,0,6.69,clear sky
368,Honningsvag,NO,70.9821,25.9704,28.27,93,100,24.0,light snow
369,Poronaysk,RU,49.2167,143.1167,-10.64,86,1,4.16,clear sky
370,Suruc,TR,36.9761,38.425,48.2,61,0,4.61,clear sky
371,Luganville,VU,-15.5333,167.1667,77.5,82,26,4.0,scattered clouds
372,Egvekinot,RU,66.3167,-179.1667,-6.97,83,99,7.72,overcast clouds
373,Tocopilla,CL,-22.092,-70.1979,73.53,56,4,5.64,clear sky
374,Lagoa,PT,39.05,-27.9833,59.58,90,100,20.45,overcast clouds
375,Balkhash,KZ,46.844,74.9804,23.85,97,100,6.89,snow
376,Kurilsk,RU,45.2333,147.8833,22.98,95,100,12.35,overcast clouds
377,Lillesand,NO,58.2488,8.3778,24.01,73,20,19.57,few clouds
378,Muros,ES,42.7762,-9.0603,53.01,60,1,8.99,clear sky
379,San Carlos,VE,9.6612,-68.5827,93.79,39,100,3.02,overcast clouds
380,Formosa Do Rio Preto,BR,-11.0483,-45.1931,77.63,68,100,9.69,overcast clouds
381,Ostersund,SE,63.1792,14.6357,14.0,92,90,11.5,overcast clouds
382,Sola,VU,-13.8833,167.55,75.2,100,20,5.48,few clouds
383,Aras,ES,42.5617,-2.356,46.4,87,90,12.66,overcast clouds
384,Trapani,IT,37.8333,12.6667,68.0,45,0,19.57,clear sky
385,Benguela,AO,-12.5763,13.4055,80.89,64,3,10.18,clear sky
386,Caravelas,BR,-17.7125,-39.2481,82.89,81,92,9.93,overcast clouds
387,Ostrovnoy,RU,68.0531,39.5131,15.39,95,100,12.64,light snow
388,Imbituba,BR,-28.24,-48.6703,78.8,47,0,16.11,clear sky
389,Nago,JP,26.5881,127.9761,68.0,72,20,6.91,few clouds
390,Gamba,GA,-2.65,10.0,82.26,82,82,8.46,light rain
391,Malm,NO,64.0721,11.2172,28.0,79,75,5.75,broken clouds
392,Lesnoy,RU,57.6198,63.0784,33.8,98,100,10.76,light snow
393,Plettenberg Bay,ZA,-34.0527,23.3716,73.13,69,10,5.48,clear sky
394,Boda,CF,4.3189,17.4695,95.14,21,19,6.62,few clouds
395,Oriximina,BR,-1.7656,-55.8661,94.32,42,22,3.83,few clouds
396,Jonesboro,US,35.8423,-90.7043,37.4,75,90,13.8,overcast clouds
397,Bay Roberts,CA,47.5999,-53.2648,36.0,80,90,9.22,overcast clouds
398,Honiara,SB,-9.4333,159.95,78.69,84,100,8.5,moderate rain
399,Svay Rieng,KH,11.0879,105.7993,76.14,72,41,12.64,scattered clouds
400,Henties Bay,NA,-22.116,14.2845,66.99,83,17,3.0,few clouds
401,Namibe,AO,-15.1961,12.1522,75.43,70,25,12.15,scattered clouds
402,Santa Cruz,BO,-17.8,-63.1667,86.0,54,20,6.91,few clouds
403,Shakawe,BW,-18.3667,21.85,78.71,77,100,2.98,light rain
404,Lorengau,PG,-2.0226,147.2712,81.64,79,51,6.04,broken clouds
405,Ondjiva,AO,-17.0667,15.7333,89.51,35,89,9.98,overcast clouds
406,Sechura,PE,-5.5569,-80.8222,80.38,56,92,5.44,overcast clouds
407,Kiri Buru,IN,22.0833,85.35,57.74,59,4,4.43,clear sky
408,Koshurnikovo,RU,54.1667,93.3,15.89,98,100,2.84,light snow
409,Brae,GB,60.3964,-1.353,35.6,51,90,20.71,overcast clouds
410,Ugoofaaru,MV,5.6667,73.0,82.08,73,69,9.78,broken clouds
411,Kuytun,RU,54.3419,101.5036,6.48,93,100,5.61,overcast clouds
412,Namatanai,PG,-3.6667,152.4333,79.48,79,84,2.19,broken clouds
413,Gigmoto,PH,13.7796,124.39,78.57,86,73,9.93,broken clouds
414,Marsh Harbour,BS,26.5412,-77.0636,76.35,77,0,17.96,clear sky
415,Shediac,CA,46.2198,-64.5411,39.99,93,90,23.02,overcast clouds
416,Saint-Georges,GD,12.0564,-61.7485,86.0,54,40,23.02,scattered clouds
417,Verkhnyaya Toyma,RU,62.2349,44.9985,-7.2,88,100,7.07,overcast clouds
418,Puerto Madryn,AR,-42.7692,-65.0385,65.52,54,48,16.33,scattered clouds
419,Escanaba,US,45.7453,-87.0646,3.0,71,20,16.11,light snow
420,Mitsamiouli,KM,-11.3847,43.2844,83.46,72,85,6.29,overcast clouds
421,Moindou,NC,-21.6924,165.677,71.6,94,75,2.3,broken clouds
422,Laguna,US,38.421,-121.4238,39.0,93,1,1.86,mist
423,Voznesenye,RU,61.0106,35.4781,5.81,94,100,10.11,overcast clouds
424,Lappeenranta,FI,61.0587,28.1887,8.01,83,27,8.61,scattered clouds
425,Luwuk,ID,-0.9516,122.7875,77.77,74,100,3.02,overcast clouds
426,Bouillante,GP,16.1304,-61.7692,82.4,57,75,11.5,broken clouds
427,Estelle,US,29.8458,-90.1067,57.2,100,90,12.66,mist
428,Limbang,MY,4.75,115.0,80.6,89,75,2.3,broken clouds
429,The Valley,AI,18.217,-63.0578,78.8,69,20,11.5,few clouds
430,Castanos,MX,26.7833,-101.4167,66.96,31,0,5.01,clear sky
431,Chinampa,MX,19.8061,-97.4886,66.06,47,0,7.2,clear sky
432,Iki-Burul,RU,45.8208,44.6472,24.8,68,40,8.95,light snow
433,Rorvik,NO,64.8621,11.2373,24.21,96,100,8.23,overcast clouds
434,Nouadhibou,MR,20.931,-17.0347,71.6,46,0,20.71,sand
435,Tezu,IN,27.9167,96.1667,62.76,29,1,4.14,clear sky
436,Perth,AU,-31.9333,115.8333,64.4,77,90,20.71,light rain
437,Marang,MY,5.2056,103.2059,78.8,83,40,4.61,scattered clouds
438,Barranca,PE,-10.75,-77.7667,75.45,65,46,10.38,scattered clouds
439,Shaoguan,CN,24.8,113.5833,64.65,59,55,0.31,broken clouds
440,Hasaki,JP,35.7333,140.8333,42.8,87,20,8.05,few clouds
441,Singleton,AU,-32.5667,151.1833,70.0,98,11,2.82,few clouds
442,Auki,SB,-8.7676,160.7034,78.71,85,100,10.45,light rain
443,Biak,ID,-0.9131,122.8766,76.87,79,100,2.71,light rain
444,Paragominas,BR,-2.9667,-47.4833,90.77,49,85,4.99,overcast clouds
445,Saint-Prosper,CA,46.2117,-70.4811,23.0,68,70,4.61,light snow
446,Buala,SB,-8.145,159.5921,80.28,81,97,11.77,light rain
447,Uvalde,US,29.3669,-99.767,54.0,100,90,8.05,overcast clouds
448,Baykit,RU,61.67,96.37,4.66,90,100,4.0,light snow
449,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,77,40,11.52,scattered clouds
450,Noshiro,JP,40.2039,140.0242,37.83,78,90,7.07,overcast clouds
451,Nishihara,JP,26.1842,127.7558,68.0,72,20,6.91,few clouds
452,Velyka Lepetykha,UA,47.1757,33.9436,29.41,85,100,3.0,overcast clouds
453,Rawatsar,IN,29.2833,74.3833,58.19,36,0,3.33,clear sky
454,Brodina,RO,47.8833,25.4167,30.0,100,75,3.4,snow
455,Zhezkazgan,KZ,47.8043,67.7144,35.55,97,100,23.98,overcast clouds
456,La Asuncion,VE,11.0333,-63.8628,79.34,74,67,17.25,broken clouds
457,Pereira Barreto,BR,-20.6383,-51.1092,82.71,50,0,9.48,clear sky
458,Gusau,NG,12.1628,6.6614,92.21,11,49,9.35,scattered clouds
459,Greenville,US,35.6127,-77.3663,46.99,61,1,3.44,clear sky
460,Mattru,SL,7.6244,-11.8332,99.39,26,55,3.49,broken clouds
461,Altamont,US,42.2068,-121.7372,24.01,86,90,1.79,fog
462,Buta,CD,2.7858,24.73,88.48,26,16,2.1,few clouds
463,Kavaratti,IN,10.5669,72.642,81.0,69,0,10.78,clear sky
464,Barth,DE,54.3635,12.7249,30.99,64,20,19.57,few clouds
465,Sabang,ID,5.8933,95.3214,81.86,81,9,13.24,heavy intensity rain
466,Tynda,RU,55.1667,124.7167,-18.72,83,94,3.33,overcast clouds
467,Verkhniy Avzyan,RU,53.5289,57.5372,8.78,92,100,13.2,overcast clouds
468,Imeni Zhelyabova,RU,58.9544,36.5956,1.11,92,100,8.59,overcast clouds
469,Livingston,GB,55.9029,-3.5226,37.4,93,90,18.41,overcast clouds
470,Sept-Iles,CA,50.2001,-66.3821,30.99,93,100,3.44,light snow
471,Sassandra,CI,4.95,-6.0833,84.0,72,30,9.51,light rain
472,Kayerkan,RU,69.3497,87.7602,-28.41,79,0,5.46,clear sky
473,Churachandpur,IN,24.3333,93.6667,50.43,59,0,1.59,clear sky
474,Tigil,RU,57.8,158.6667,12.7,92,100,10.92,overcast clouds
475,Marrakesh,MA,31.6315,-8.0083,55.4,67,75,11.5,broken clouds
476,Bac Lieu,VN,9.285,105.7244,75.99,80,98,11.01,overcast clouds
477,Banda Aceh,ID,5.5577,95.3222,78.94,83,44,8.95,light rain
478,Gerash,IR,27.6652,54.1371,69.8,37,0,3.38,clear sky
479,San Luis,AR,-33.295,-66.3356,86.09,23,0,5.32,clear sky
480,Porto Velho,BR,-8.7619,-63.9039,80.6,78,75,4.61,broken clouds
481,Cayenne,GF,4.9333,-52.3333,78.8,94,75,4.61,mist
482,Salamanca,ES,40.8333,-6.0,46.0,90,100,3.0,overcast clouds
483,Rio Claro,BR,-22.4114,-47.5614,87.01,44,30,1.01,scattered clouds
484,Kieta,PG,-6.2167,155.6333,80.26,79,89,8.37,overcast clouds
485,Dingle,PH,10.9995,122.6711,75.36,91,65,9.55,broken clouds
486,Shirokiy,RU,49.758,129.523,-15.34,88,89,6.98,overcast clouds
487,Bilibino,RU,68.0546,166.4372,-9.67,83,0,2.42,clear sky
488,San Cristobal,VE,7.7669,-72.225,68.25,89,100,4.23,overcast clouds
489,Baruun-Urt,MN,46.6806,113.2792,-7.89,84,0,6.46,clear sky
490,Songjianghe,CN,42.1859,127.479,11.79,96,100,3.53,overcast clouds
491,Nizhniy Odes,RU,63.6445,54.856,-13.76,87,100,12.59,overcast clouds
492,Mayo,US,38.8876,-76.5119,48.2,36,1,3.44,clear sky
493,Slidell,US,30.2752,-89.7812,51.01,87,90,6.91,overcast clouds
494,Acarau,BR,-2.8856,-40.12,88.02,55,80,16.91,broken clouds
495,Gimli,CA,50.6336,-96.9907,-22.0,69,100,13.8,overcast clouds
496,Meadow Lake,US,34.8014,-106.5436,43.0,38,1,10.36,clear sky
497,Fukue,JP,32.6881,128.8419,55.83,67,0,11.9,clear sky
498,Kavieng,PG,-2.5744,150.7967,81.86,71,96,3.78,overcast clouds
499,Lima,PE,-12.0432,-77.0282,77.0,83,0,8.05,clear sky
500,Suntar,RU,62.1444,117.6319,-22.86,87,89,2.64,overcast clouds
501,Barcelos,PT,41.5388,-8.6151,55.4,62,20,17.27,few clouds
502,Natal,BR,-5.795,-35.2094,87.8,51,40,11.5,scattered clouds
503,Cockburn Town,TC,21.4612,-71.1419,82.4,65,40,17.27,scattered clouds
504,Khandbari,NP,27.3747,87.2039,50.32,73,95,1.54,overcast clouds
505,Saint-Augustin,CA,51.226,-58.6502,32.14,98,100,11.83,overcast clouds
506,Rutland,US,43.6167,-73.0162,30.2,59,75,10.36,light snow
507,Noumea,NC,-22.2763,166.4572,78.01,94,75,2.3,broken clouds
508,Quimper,FR,48.0,-4.1,50.0,62,20,9.22,few clouds
509,Myshkin,RU,57.7897,38.4545,-2.81,91,100,9.19,overcast clouds
510,Fortuna,US,40.5982,-124.1573,45.0,100,90,3.04,overcast clouds
511,Sao Filipe,CV,14.8961,-24.4956,71.1,71,2,15.68,clear sky
512,Asau,RO,46.4333,26.4,30.99,76,100,2.39,overcast clouds
513,Owando,CG,-0.4819,15.8999,90.55,47,41,0.31,scattered clouds
514,Grinnell,US,41.743,-92.7224,7.0,78,90,13.8,haze
515,Codrington,AU,-38.2667,141.9667,59.23,79,98,15.35,overcast clouds
516,Uruzgan,AF,32.8333,66.0,46.89,46,13,1.03,few clouds
517,Shingu,JP,33.7333,135.9833,45.1,75,0,6.73,clear sky
518,Mpika,ZM,-11.8343,31.4529,68.58,93,72,6.31,moderate rain
519,Huilong,CN,31.8111,121.655,52.0,79,0,5.75,clear sky
520,Tarecuato,MX,19.85,-102.4833,55.4,71,1,2.8,clear sky
521,Navolato,MX,24.7672,-107.6944,66.0,72,1,5.3,clear sky
522,Sistranda,NO,63.7256,8.834,23.0,86,75,14.97,broken clouds
523,Masumbwe,TZ,-3.6333,32.1833,71.24,82,97,1.57,overcast clouds
524,Batemans Bay,AU,-35.7167,150.1833,64.99,89,0,4.03,clear sky
525,Muzhi,RU,65.3667,64.6667,-28.59,84,95,11.48,overcast clouds
526,Barra Do Garcas,BR,-15.89,-52.2567,85.98,70,39,6.76,scattered clouds
527,Port Blair,IN,11.6667,92.75,79.14,76,0,7.76,clear sky
528,Bubaque,GW,11.2833,-15.8333,79.92,54,24,12.77,few clouds
529,Ossora,RU,59.2353,163.0719,16.79,95,100,19.98,overcast clouds
530,Lubango,AO,-14.9172,13.4925,71.6,42,75,4.61,broken clouds
531,Shieli,KZ,44.1667,66.75,40.73,87,100,13.94,overcast clouds
532,Coihaique,CL,-45.5752,-72.0662,64.4,52,0,9.22,clear sky
533,Korla,CN,41.7597,86.1469,29.41,83,56,2.44,broken clouds
534,Mahanoro,MG,-19.9,48.8,81.21,79,97,10.65,overcast clouds
535,Nipawin,CA,53.3668,-104.0009,-27.4,68,1,5.75,clear sky
536,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,59.23,28,0,5.03,clear sky
537,Berlevag,NO,70.8578,29.0864,26.55,93,100,23.35,light snow
538,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,67,75,14.97,broken clouds
539,Bartica,GY,6.4,-58.6167,86.0,58,40,9.22,scattered clouds
540,Kupang,ID,-10.1667,123.5833,79.63,83,98,7.52,overcast clouds
541,Forio,IT,40.7342,13.8646,64.99,50,24,1.99,few clouds
542,Yinchuan,CN,38.4681,106.2731,33.12,74,0,4.85,clear sky
543,Souillac,MU,-20.5167,57.5167,80.6,74,20,8.05,few clouds
544,Alugan,PH,12.2188,125.4808,79.48,86,63,14.79,broken clouds
545,Inhambane,MZ,-23.865,35.3833,87.8,66,40,6.91,scattered clouds
546,Lalibela,ET,12.0333,39.0333,62.74,29,83,8.19,broken clouds
547,Rongcheng,CN,30.634,117.8517,50.27,80,0,1.48,clear sky
548,Kudahuvadhoo,MV,2.6708,72.8944,81.82,76,67,13.22,broken clouds
549,Pindiga,NG,9.9833,10.9333,91.4,14,71,9.22,broken clouds
550,Morada Nova,BR,-5.1067,-38.3725,97.99,31,44,9.57,scattered clouds
551,Keti Bandar,PK,24.1447,67.4497,68.05,57,0,9.75,clear sky
552,Poum,NC,-20.2333,164.0167,79.84,67,15,2.95,few clouds
553,Yumen,CN,40.2833,97.2,27.95,74,54,3.18,broken clouds
554,Palmerston,AU,-12.486,130.9833,82.4,83,40,11.5,scattered clouds
555,Popondetta,PG,-8.7537,148.2534,74.86,93,100,1.7,overcast clouds
556,Mareeba,AU,-17.0,145.4333,78.8,94,75,4.61,broken clouds
557,Dobson,US,36.3957,-80.7226,48.99,29,1,3.09,clear sky
558,Dalbandin,PK,28.8947,64.4101,58.14,26,0,4.83,clear sky
559,Le Port,RE,-20.9373,55.2919,80.6,78,75,9.22,light rain
560,Half Moon Bay,US,37.4636,-122.4286,46.4,87,1,3.91,clear sky
561,Buraydah,SA,26.326,43.975,53.6,100,75,11.5,broken clouds
562,Barmer,IN,25.75,71.3833,58.23,32,0,3.4,clear sky
563,Port Macquarie,AU,-31.4333,152.9167,70.0,99,77,6.24,broken clouds
564,Homer,US,59.6425,-151.5483,35.6,80,75,9.22,broken clouds
565,Casa Grande,US,32.8795,-111.7573,44.6,52,1,2.26,clear sky
566,Nynashamn,SE,58.9034,17.9479,19.99,58,4,13.33,clear sky
567,Awbari,LY,26.5921,12.7805,78.03,16,66,12.26,broken clouds
568,Tingi,TZ,-11.3,35.0333,69.21,94,95,0.54,moderate rain
569,Amreli,IN,21.6167,71.2333,65.75,26,0,8.86,clear sky
570,El Jicaro,GT,14.9167,-89.9,84.2,45,0,2.89,clear sky
571,Maragheh,IR,37.3917,46.2398,42.8,87,75,4.07,broken clouds
572,Luangwa,ZM,-15.6167,30.4167,81.46,79,27,4.05,light rain
573,Vostok,RU,46.4856,135.8833,-9.76,91,100,2.66,overcast clouds
574,Dhidhdhoo,MV,6.8833,73.1,82.17,75,79,10.67,broken clouds
575,Dawei,MM,14.0833,98.2,71.44,71,0,2.95,clear sky
576,Gravelbourg,CA,49.8834,-106.5512,-25.6,62,56,5.75,broken clouds
577,Onverwacht,SR,5.5833,-55.1833,84.2,94,40,3.44,scattered clouds
578,Moyale,KE,3.5167,39.0584,81.79,33,6,7.7,clear sky
579,Hervey Bay,AU,-25.2986,152.8535,77.0,79,100,1.01,overcast clouds
580,Mukhen,RU,48.1,136.1,-11.15,89,99,1.61,overcast clouds
581,Udachnyy,RU,66.4167,112.4,-35.9,79,0,4.07,clear sky
582,Landau,DE,49.2075,8.1133,46.99,94,97,5.01,light rain
583,Japura,ID,-0.3167,102.35,75.61,84,75,1.01,broken clouds
584,Dankov,RU,53.2515,39.1555,-0.72,91,94,10.25,overcast clouds
585,Acapulco,MX,16.8634,-99.8901,80.6,69,20,5.75,few clouds
586,Sosnogorsk,RU,63.6023,53.8817,-11.47,86,100,12.86,overcast clouds
587,Amambai,BR,-23.1042,-55.2258,76.46,57,0,6.76,clear sky
588,Kutum,SD,14.2,24.6667,68.72,20,0,10.71,clear sky
589,Takhtamygda,RU,54.1,123.5667,-14.58,84,70,2.62,broken clouds
590,Jijiga,ET,9.35,42.8,67.66,42,33,15.01,scattered clouds
591,Kahului,US,20.8947,-156.47,62.6,72,75,3.44,broken clouds
592,Kosh-Agach,RU,50.0,88.6667,0.52,87,2,1.72,clear sky
593,College,US,64.8569,-147.8028,-9.4,70,90,4.61,light snow
594,Ushtobe,KZ,45.2514,77.9838,34.88,80,86,5.35,overcast clouds
595,Necochea,AR,-38.5473,-58.7368,72.0,65,7,5.99,clear sky
596,Kaeo,NZ,-35.1,173.7833,62.01,90,91,1.99,overcast clouds
597,Carmen,MX,18.6333,-91.8333,73.4,83,1,9.22,clear sky
598,Teluk Nibung,ID,3.001,99.8164,77.49,77,77,2.59,broken clouds
599,Tazovskiy,RU,67.4667,78.7,-24.81,86,82,10.63,broken clouds
600,Sebrovo,RU,50.0981,43.2976,19.0,81,100,5.01,overcast clouds
601,Marienburg,PL,54.0359,19.0266,19.0,73,75,11.5,broken clouds
602,Apodi,BR,-5.6642,-37.7989,97.83,28,54,11.61,broken clouds
603,Yanam,IN,16.7333,82.2167,77.0,65,38,3.2,scattered clouds
604,Bristol,US,41.8334,-71.1662,39.99,44,75,9.22,broken clouds
605,Bharwari,IN,25.55,81.5,57.58,50,0,7.52,clear sky
606,Puerto Cabezas,NI,14.0351,-83.3888,82.4,94,75,8.84,broken clouds
607,Acari,PE,-15.4311,-74.6158,81.77,49,99,9.62,overcast clouds
608,Virginia Beach,US,36.8529,-75.978,51.01,42,0,1.01,clear sky
609,Rapid Valley,US,44.0625,-103.1463,1.0,78,90,12.66,overcast clouds
610,Esna,EG,25.2934,32.554,75.2,35,0,2.3,clear sky
611,Antalaha,MG,-14.9003,50.2788,78.93,77,45,2.59,scattered clouds
612,Gilbues,BR,-9.8317,-45.3439,75.87,80,100,8.37,overcast clouds
613,Ishigaki,JP,24.3448,124.1572,70.45,65,0,8.77,clear sky
614,Pangnirtung,CA,66.1451,-65.7125,14.0,85,75,4.61,broken clouds
615,Moose Factory,CA,51.2585,-80.6094,3.2,72,90,14.97,light snow
616,Tamiahua,MX,21.2667,-97.45,73.42,78,0,5.14,clear sky
617,Minbu,MM,20.1833,94.8833,72.57,51,50,4.38,scattered clouds
618,Nanortalik,GL,60.1432,-45.2371,24.35,79,0,4.09,clear sky
619,Pouembout,NC,-21.1333,164.9,74.25,84,15,1.72,few clouds
620,Ust-Nera,RU,64.5667,143.2,-22.49,77,90,5.08,overcast clouds
621,Jumla,NP,29.2747,82.1838,28.27,82,9,5.88,clear sky
622,Basoko,CD,1.2391,23.616,87.53,47,13,1.12,few clouds
623,Pangody,RU,65.85,74.4859,-19.98,87,98,12.59,overcast clouds
624,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,88,20,17.27,few clouds
625,Colac,AU,-38.3333,143.5833,55.99,1,90,1.01,overcast clouds
626,Morondava,MG,-20.2833,44.2833,84.04,74,95,7.0,overcast clouds
627,Havoysund,NO,70.9963,24.6622,26.6,63,75,16.11,light snow
628,Oviedo,ES,43.3603,-5.8448,52.0,68,100,1.99,overcast clouds
629,Mastaga,AZ,40.5328,50.0039,39.2,81,75,4.61,broken clouds
630,Kaabong,UG,3.4836,34.1492,78.85,26,49,9.04,scattered clouds
631,Sokoni,TZ,-6.4333,39.55,86.0,66,20,14.97,few clouds
632,Qasigiannguit,GL,68.8193,-51.1922,17.6,41,40,26.46,snow
633,Urubicha,BO,-15.3833,-62.95,96.01,31,7,2.84,clear sky
634,Tarauaca,BR,-8.1614,-70.7656,89.78,56,89,2.28,overcast clouds
635,Grand Gaube,MU,-20.0064,57.6608,80.01,78,46,3.0,scattered clouds
636,Lahij,YE,13.1667,44.5833,70.5,66,0,6.76,clear sky
637,Yenagoa,NG,4.9247,6.2642,94.57,39,4,10.49,clear sky
638,Fuxin,CN,42.0156,121.6589,18.73,80,92,7.14,overcast clouds
639,Vera Cruz,BR,-12.6333,-41.0333,93.97,35,68,5.44,broken clouds
640,Ponta Delgada,PT,37.7333,-25.6667,59.0,88,20,17.27,few clouds
641,Provideniya,RU,64.3833,-173.3,2.03,92,64,4.23,broken clouds
642,Pontianak,ID,-0.0333,109.3333,78.8,94,90,3.44,overcast clouds
643,Xiantao,CN,30.3833,113.4,54.18,65,87,3.2,overcast clouds
644,Mae Hong Son,TH,19.3003,97.9685,71.33,49,12,1.34,few clouds
645,Grindavik,IS,63.8424,-22.4338,37.4,65,75,21.85,broken clouds
646,Polis,CY,35.0367,32.4264,62.6,77,40,6.91,scattered clouds
647,Dogondoutchi,NE,13.6393,4.0287,93.92,11,71,10.67,broken clouds
648,Talcahuano,CL,-36.7167,-73.1167,60.8,82,90,5.75,overcast clouds
649,Mabaruma,GY,8.2,-59.7833,80.6,83,75,20.71,broken clouds
650,Borovskoy,KZ,53.8,64.15,34.11,98,100,13.49,light rain
651,Skjervoy,NO,70.0311,20.9714,30.09,92,100,20.22,light snow
652,Vila Do Maio,CV,15.1333,-23.2167,73.4,56,75,25.32,broken clouds
653,Mana,GF,5.6592,-53.7767,80.22,83,73,13.13,broken clouds
654,Naberera,TZ,-4.2,36.9333,67.44,86,96,8.41,light rain
655,Steenbergen,NL,51.5842,4.3194,39.99,93,90,17.27,mist
656,Saurimo,AO,-9.6608,20.3916,71.46,91,99,5.26,light rain
657,Abatskoye,RU,56.2875,70.4555,33.93,94,100,17.6,overcast clouds
658,Saltillo,MX,25.4167,-101.0,61.0,44,1,5.75,clear sky
659,Madimba,TZ,-10.4,40.3333,82.4,83,40,11.5,scattered clouds
660,Truckee,US,39.328,-120.1833,36.0,85,1,0.74,fog
661,Phalaborwa,ZA,-23.943,31.1411,78.8,83,97,5.75,overcast clouds
662,Touros,BR,-5.1989,-35.4608,87.8,51,40,14.97,scattered clouds
663,Darhan,MN,49.4867,105.9228,-1.26,86,0,4.83,clear sky
664,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,52,20,28.77,few clouds
665,Santa Ana,US,33.7456,-117.8678,50.0,93,90,1.28,fog
666,Uyemskiy,RU,64.4743,40.8524,6.8,85,40,6.71,light snow
667,Gat,IL,31.61,34.7642,64.0,100,21,5.12,few clouds
668,Mangai,CD,-4.05,19.5333,83.57,67,83,1.03,broken clouds
669,Zapolyarnyy,RU,69.4154,30.8136,24.8,86,90,18.41,light snow
670,Iskateley,RU,67.6803,53.1512,-25.08,86,45,11.25,scattered clouds
671,Walvis Bay,NA,-22.9575,14.5053,71.6,64,23,8.05,few clouds
